25,11,3,2,10000
26,11,3,16,20
27,11,3,6,10
28,11,3,4,5
29,11,3,6,10
30,11,3,26,50
31,11,3,4,5
32,11,3,126,150
33,11,3,6,10
34,11,3,26,50
35,11,3,1,10000
36,11,3,10,20
37,11,3,51,100
38,11,3,51,100
39,11,3,1.1,1.3
40,11,3,0.4,0.7
41,11,3,6,15
42,11,3,16,25
43,11,3,5.6,7.5
44,11,3,0.76,0.99
45,11,3,0.26,0.5
11,11,4,0.31,0.5
12,11,4,0.011,0.02
13,11,4,0.51,0.7
14,11,4,2.1,4
15,11,4,0.051,0.1
16,11,4,0.061,0.12
17,11,4,"8,1  ","  12,0"
18,11,4,8.1,10
19,11,4,26,30
20,11,4,2.2,4
21,11,4,101,500
22,11,4,1001,1500
23,11,4,0.21,0.5
24,11,4,0.3,0.5
25,11,4,3,10
26,11,4,21,50
27,11,4,11,20
28,11,4,6,10
29,11,4,11,20
30,11,4,51,100
31,11,4,6,15
32,11,4,151,200
33,11,4,10,25
34,11,4,51,100
35,11,4,2,10000
36,11,4,21,50
37,11,4,101,250
38,11,4,101,500
39,11,4,1.4,1.6
40,11,4,0.8,1.3
41,11,4,16,30
42,11,4,26,50
43,11,4,7.6,10
44,11,4,1,3
45,11,4,0.51,5
11,11,5,0.51,1
12,11,5,0.021,0.05
13,11,5,0.71,1
14,11,5,4.1,6
15,11,5,0.101,0.2
16,11,5,0.121,0.2
17,11,5,"12,1  ","  20,0"
18,11,5,10.1,15
19,11,5,31,40
20,11,5,4.1,7
21,11,5,501,1000
22,11,5,1501,2000
23,11,5,0.51,1
24,11,5,0.6,1.5
25,11,5,11,25
26,11,5,51,100
27,11,5,21,50
28,11,5,11,25
29,11,5,21,50
30,11,5,101,500
31,11,5,16,25
32,11,5,201,500
33,11,5,26,50
34,11,5,101,200
35,11,5,3,5
36,11,5,51,100
37,11,5,251,500
38,11,5,501,1000
39,11,5,1.7,1.8
40,11,5,1.4,2
41,11,5,31,60
42,11,5,51,75
43,11,5,11,150
44,11,5,3.1,40
45,11,5,5.1,150
11,11,6,1.01,2.5
12,11,6,0.051,0.1
13,11,6,1.01,2.5
14,11,6,6.1,10
15,11,6,0.201,0.3
16,11,6,0.201,0.3
17,11,6,"21,0  ","  30,0"
18,11,6,15.1,20
19,11,6,41,60
20,11,6,7.1,12
21,11,6,1001,2500
22,11,6,2001,4000
23,11,6,1.01, 2.50
24,11,6,1.6,5
25,11,6,26,50
26,11,6,101,200
27,11,6,51,100
28,11,6,26,50
29,11,6,51,100
30,11,6,501,1250
31,11,6,26,35
32,11,6,501,1000
33,11,6,51,100
34,11,6,201,300
35,11,6,6,20
36,11,6,101,250
37,11,6,501,1000
38,11,6,1001,5000
39,11,6,1.9,2
40,11,6,2.1,5
41,11,6,61,200
42,11,6,76,100
43,11,6,151,270
44,11,6,41,90
45,11,6,160,1500
11,11,7,2.5,10000
12,11,7,0.1,10000
13,11,7,2.5,10000
14,11,7,10,10000
15,11,7,0.3,10000
16,11,7,0.3,10000
17,11,7,30,10000
18,11,7,20,10000
19,11,7,60,10000
20,11,7,12,10000
21,11,7,2500,10000
22,11,7,4000,10000
23,11,7,2.5,10000
24,11,7,5,10000
25,11,7,50,10000
26,11,7,200,10000
27,11,7,100,10000
28,11,7,50,10000
29,11,7,100,10000
30,11,7,1250,10000
31,11,7,35,10000
32,11,7,1000,10000
33,11,7,100,10000
34,11,7,300,10000
35,11,7,20,10000
36,11,7,250,10000
37,11,7,1000,10000
38,11,7,5000,10000
39,11,7,2,10000
40,11,7,5,10000
41,11,7,200,10000
42,11,7,100,10000
43,11,7,270,10000
44,11,7,90,10000
45,11,7,1500,10000
